Fecha,Volumen Máximo Técnico [GWh],MOI  [GWh],MOS [GWh],Volumen [GWh],Volumen Útil diario [GWh],Capacidad Útil [GWh],Vertimientos [GWh],Volumen Útil diario %,Volumen %
2026-03-23 00:00:00,19848.15,3776.9300000000003,3776.9300000000003,13995.220000000003,11055.6,16908.54,19.49,"65,38 %","70,51 %"
2026-03-24 00:00:00,19848.15,3716.7599999999998,3716.7599999999998,13948.380000000003,11008.739999999996,16908.54,21.83,"65,11 %","70,28 %"
2026-03-25 00:00:00,19848.15,3656.53,3656.53,13895.55,10955.919999999995,16908.54,15.93,"64,80 %","70,01 %"
2026-03-26 00:00:00,19848.15,3596.39,3596.39,13846.500000000005,10906.89,16908.54,10.69,"64,51 %","69,76 %"
2026-03-27 00:00:00,19848.15,3536.109999999999,3536.109999999999,13814.099999999997,10874.469999999998,16908.54,10.76,"64,31 %","69,60 %"
2026-03-28 00:00:00,19848.15,3475.9900000000002,3475.9900000000002,13752.060000000001,10812.439999999999,16908.54,16.95,"63,95 %","69,29 %"
2026-03-29 00:00:00,19848.15,3415.7099999999996,3415.7099999999996,13721.619999999997,10782,16908.54,14.79,"63,77 %","69,13 %"
2026-03-30 00:00:00,19848.15,3355.57,3355.57,13694.730000000001,10755.090000000002,16908.54,13.3,"63,61 %","69,00 %"
2026-03-31 00:00:00,19848.15,3295.3400000000006,3295.3400000000006,13666.280000000004,10726.640000000001,16908.54,15.15,"63,44 %","68,85 %"
2026-04-01 00:00:00,19848.15,3278.26,3278.26,13637.940000000002,10698.310000000001,16908.54,11.71,"63,27 %","68,71 %"
2026-04-02 00:00:00,19848.15,3260.96,3260.96,13649.37,10709.76,16908.54,9.65,"63,34 %","68,77 %"
2026-04-03 00:00:00,19848.15,3243.9100000000003,3243.9100000000003,13645.77,10706.160000000002,16908.54,8.29,"63,32 %","68,75 %"
2026-04-04 00:00:00,19848.15,3226.7800000000007,3226.7800000000007,13620.040000000003,10680.43,16908.54,6.79,"63,17 %","68,62 %"
2026-04-05 00:00:00,19848.15,3209.59,3209.59,13636.159999999996,10696.539999999994,16908.54,6.32,"63,26 %","68,70 %"
2026-04-06 00:00:00,19848.15,3192.5099999999998,3192.5099999999998,13574.789999999999,10635.150000000001,16908.54,6.34,"62,90 %","68,39 %"
2026-04-07 00:00:00,19848.15,3175.35,3175.35,13528.74,10589.16,16908.54,7.93,"62,63 %","68,16 %"
2026-04-08 00:00:00,19848.15,3158.2400000000002,3158.2400000000002,13559.849999999997,10620.200000000003,16908.54,9.77,"62,81 %","68,32 %"
2026-04-09 00:00:00,19848.15,3141.03,3141.03,13525.51,10585.890000000003,16908.54,9.57,"62,61 %","68,14 %"
2026-04-10 00:00:00,19848.15,3123.9,3123.9,13467.670000000002,10528.039999999999,16908.54,0.87,"62,26 %","67,85 %"
2026-04-11 00:00:00,19848.15,3106.75,3106.75,13443.519999999999,10503.910000000002,16908.54,0,"62,12 %","67,73 %"
2026-04-12 00:00:00,19848.15,3089.5899999999997,3089.5899999999997,13409.42,10469.83,16908.54,0,"61,92 %","67,56 %"
2026-04-13 00:00:00,19848.15,3072.4799999999996,3072.4799999999996,13350.900000000003,10411.269999999999,16908.54,0,"61,57 %","67,27 %"
2026-04-14 00:00:00,19848.15,3055.32,3055.32,13307.440000000004,10367.84,16908.539999999997,3.84,"61,32 %","67,05 %"
2026-04-15 00:00:00,19839.870000000003,3038.11,3038.11,13283.93,10349.519999999997,16905.45,6.36,"61,22 %","66,96 %"
2026-04-16 00:00:00,19839.870000000003,3021.0900000000006,3021.0900000000006,13353.9,10419.470000000001,16905.45,13.48,"61,63 %","67,31 %"
2026-04-17 00:00:00,19839.870000000003,3003.94,3003.94,13474.319999999996,10539.890000000005,16905.45,20.94,"62,35 %","67,92 %"
2026-04-18 00:00:00,19839.870000000003,2986.7999999999997,2986.7999999999997,13528.02,10593.59,16905.45,30.080000000000002,"62,66 %","68,19 %"
2026-04-19 00:00:00,19839.870000000003,2969.6,2969.6,13550.85,10616.439999999995,16905.45,22.26,"62,80 %","68,30 %"
2026-04-20 00:00:00,19839.870000000003,2952.4699999999993,2952.4699999999993,13539.82,10605.41,16905.45,17.14,"62,73 %","68,25 %"
2026-04-21 00:00:00,19839.870000000003,2935.35,2935.35,13524.79,10590.369999999997,16905.45,17.11,"62,64 %","68,17 %"
2026-04-22 00:00:00,19839.870000000003,2918.14,2918.14,13495.48,10561.030000000002,16905.45,13.59,"62,47 %","68,02 %"
2026-04-23 00:00:00,19839.870000000003,2901.0699999999997,2901.0699999999997,13494.96,10560.56,16905.45,13.77,"62,47 %","68,02 %"
2026-04-24 00:00:00,19839.870000000003,2883.86,2883.86,13510.26,10575.830000000004,16905.45,9.38,"62,56 %","68,10 %"
2026-04-25 00:00:00,19839.870000000003,2866.68,2866.68,13584.380000000001,10649.920000000004,16905.45,7.89,"63,00 %","68,47 %"
2026-04-26 00:00:00,19839.870000000003,2849.62,2849.62,13679.380000000003,10744.96,16905.45,8.81,"63,56 %","68,95 %"
2026-04-27 00:00:00,19839.870000000003,2832.47,2832.47,13715.949999999999,10781.579999999998,16905.45,8.35,"63,78 %","69,13 %"
2026-04-28 00:00:00,19839.870000000003,2815.38,2815.38,13742.29,10807.869999999999,16905.45,9.22,"63,93 %","69,27 %"
2026-04-29 00:00:00,19839.870000000003,2798.13,2798.13,13792.090000000002,10857.699999999999,16905.45,13.329999999999998,"64,23 %","69,52 %"
2026-04-30 00:00:00,19839.870000000003,2781.04,2781.04,13758.730000000003,10824.289999999999,16905.45,9.27,"64,03 %","69,35 %"
2026-05-01 00:00:00,19854.220000000005,2817.1200000000003,2817.1200000000003,13750.44,10814.609999999995,16918.4,3.37,"63,92 %","69,26 %"
2026-05-02 00:00:00,19854.220000000005,2851.0099999999998,2851.0099999999998,13835.48,10899.609999999997,16918.4,7.66,"64,42 %","69,69 %"
